Date,oil,spy,vix
2015-01-02,52.689998626708984,2058.199951171875,17.790000915527344
2015-01-05,50.040000915527344,2020.5799560546875,19.920000076293945
2015-01-06,47.93000030517578,2002.6099853515625,21.1200008392334
2015-01-07,48.650001525878906,2025.9000244140625,19.309999465942383
2015-01-08,48.790000915527344,2062.139892578125,17.010000228881836
2015-01-09,48.36000061035156,2044.81005859375,17.549999237060547
2015-01-12,46.06999969482422,2028.260009765625,19.600000381469727
2015-01-13,45.88999938964844,2023.030029296875,20.559999465942383
2015-01-14,48.47999954223633,2011.27001953125,21.479999542236328
2015-01-15,46.25,1992.6700439453125,22.389999389648438
2015-01-16,48.689998626708984,2019.4200439453125,20.950000762939453
2015-01-20,46.38999938964844,2022.550048828125,19.889999389648438
2015-01-21,47.779998779296875,2032.1199951171875,18.850000381469727
2015-01-22,46.310001373291016,2063.14990234375,16.399999618530273
2015-01-23,45.59000015258789,2051.820068359375,16.65999984741211
2015-01-26,45.150001525878906,2057.090087890625,15.520000457763672
2015-01-27,46.22999954223633,2029.550048828125,17.219999313354492
2015-01-28,44.45000076293945,2002.1600341796875,20.440000534057617
2015-01-29,44.529998779296875,2021.25,18.760000228881836
2015-01-30,48.2400016784668,1994.989990234375,20.969999313354492
2015-02-02,49.56999969482422,2020.8499755859375,19.43000030517578
2015-02-03,53.04999923706055,2050.030029296875,17.329999923706055
2015-02-04,48.45000076293945,2041.510009765625,18.329999923706055
2015-02-05,50.47999954223633,2062.52001953125,16.850000381469727
2015-02-06,51.689998626708984,2055.469970703125,17.290000915527344
2015-02-09,52.86000061035156,2046.739990234375,18.549999237060547
2015-02-10,50.02000045776367,2068.590087890625,17.229999542236328
2015-02-11,48.84000015258789,2068.530029296875,16.959999084472656
2015-02-12,51.209999084472656,2088.47998046875,15.34000015258789
2015-02-13,52.779998779296875,2096.989990234375,14.6899995803833
2015-02-17,53.529998779296875,2100.340087890625,15.800000190734863
2015-02-18,52.13999938964844,2099.679931640625,15.449999809265137
2015-02-19,51.15999984741211,2097.449951171875,15.289999961853027
2015-02-20,50.34000015258789,2110.300048828125,14.300000190734863
2015-02-23,49.45000076293945,2109.659912109375,14.5600004196167
2015-02-24,49.279998779296875,2115.47998046875,13.6899995803833
2015-02-25,50.9900016784668,2113.860107421875,13.84000015258789
2015-02-26,48.16999816894531,2110.739990234375,13.90999984741211
2015-02-27,49.7599983215332,2104.5,13.34000015258789
2015-03-02,49.59000015258789,2117.389892578125,13.039999961853027
2015-03-03,50.52000045776367,2107.780029296875,13.859999656677246
2015-03-04,51.529998779296875,2098.530029296875,14.229999542236328
2015-03-05,50.7599983215332,2101.0400390625,14.039999961853027
2015-03-06,49.61000061035156,2071.260009765625,15.199999809265137
2015-03-09,50.0,2079.429931640625,15.0600004196167
2015-03-10,48.290000915527344,2044.1600341796875,16.690000534057617
2015-03-11,48.16999816894531,2040.239990234375,16.8700008392334
2015-03-12,47.04999923706055,2065.949951171875,15.420000076293945
2015-03-13,44.84000015258789,2053.39990234375,16.0
2015-03-16,43.880001068115234,2081.18994140625,15.609999656677246
2015-03-17,43.459999084472656,2074.280029296875,15.65999984741211
2015-03-18,44.65999984741211,2099.5,13.970000267028809
2015-03-19,43.959999084472656,2089.27001953125,14.069999694824219
2015-03-20,45.720001220703125,2108.10009765625,13.020000457763672
2015-03-23,47.45000076293945,2104.419921875,13.40999984741211
2015-03-24,47.5099983215332,2091.5,13.619999885559082
2015-03-25,49.209999084472656,2061.050048828125,15.4399995803833
2015-03-26,51.43000030517578,2056.14990234375,15.800000190734863
2015-03-27,48.869998931884766,2061.02001953125,15.069999694824219
2015-03-30,48.68000030517578,2086.239990234375,14.510000228881836
2015-03-31,47.599998474121094,2067.889892578125,15.289999961853027
2015-04-01,50.09000015258789,2059.68994140625,15.109999656677246
2015-04-02,49.13999938964844,2066.9599609375,14.670000076293945
2015-04-06,52.13999938964844,2080.6201171875,14.739999771118164
2015-04-07,53.97999954223633,2076.330078125,14.779999732971191
2015-04-08,50.41999816894531,2081.89990234375,13.979999542236328
2015-04-09,50.790000915527344,2091.179931640625,13.09000015258789
2015-04-10,51.63999938964844,2102.06005859375,12.579999923706055
2015-04-13,51.90999984741211,2092.429931640625,13.9399995803833
2015-04-14,53.290000915527344,2095.840087890625,13.670000076293945
2015-04-15,56.38999938964844,2106.6298828125,12.84000015258789
2015-04-16,56.709999084472656,2104.989990234375,12.600000381469727
2015-04-17,55.7400016784668,2081.179931640625,13.890000343322754
2015-04-20,56.380001068115234,2100.39990234375,13.300000190734863
2015-04-21,55.2599983215332,2097.2900390625,13.25
2015-04-22,56.15999984741211,2107.9599609375,12.710000038146973
2015-04-23,57.7400016784668,2112.929931640625,12.479999542236328
2015-04-24,57.150001525878906,2117.68994140625,12.289999961853027
2015-04-27,56.9900016784668,2108.919921875,13.119999885559082
2015-04-28,57.060001373291016,2114.760009765625,12.40999984741211
2015-04-29,58.58000183105469,2106.85009765625,13.390000343322754
2015-04-30,59.630001068115234,2085.510009765625,14.550000190734863
2015-05-01,59.150001525878906,2108.2900390625,12.699999809265137
2015-05-04,58.93000030517578,2114.489990234375,12.850000381469727
2015-05-05,60.400001525878906,2089.4599609375,14.3100004196167
2015-05-06,60.93000030517578,2080.14990234375,15.149999618530273
2015-05-07,58.939998626708984,2088.0,15.130000114440918
2015-05-08,59.38999938964844,2116.10009765625,12.859999656677246
2015-05-11,59.25,2105.330078125,13.850000381469727
2015-05-12,60.75,2099.1201171875,13.859999656677246
2015-05-13,60.5,2098.47998046875,13.760000228881836
2015-05-14,59.880001068115234,2121.10009765625,12.739999771118164
2015-05-15,59.689998626708984,2122.72998046875,12.380000114440918
2015-05-18,59.43000030517578,2129.199951171875,12.729999542236328
2015-05-19,57.2599983215332,2127.830078125,12.850000381469727
2015-05-20,58.97999954223633,2125.85009765625,12.880000114440918
2015-05-21,60.720001220703125,2130.820068359375,12.109999656677246
2015-05-22,59.720001220703125,2126.06005859375,12.130000114440918
2015-05-26,58.029998779296875,2104.199951171875,14.0600004196167
2015-05-27,57.5099983215332,2123.47998046875,13.270000457763672
2015-05-28,57.68000030517578,2120.7900390625,13.3100004196167
2015-05-29,60.29999923706055,2107.389892578125,13.84000015258789
2015-06-01,60.20000076293945,2111.72998046875,13.970000267028809
2015-06-02,61.2599983215332,2109.60009765625,14.239999771118164
2015-06-03,59.63999938964844,2114.070068359375,13.65999984741211
2015-06-04,58.0,2095.840087890625,14.710000038146973
2015-06-05,59.130001068115234,2092.830078125,14.210000038146973
2015-06-08,58.13999938964844,2079.280029296875,15.289999961853027
2015-06-09,60.13999938964844,2080.14990234375,14.470000267028809
2015-06-10,61.43000030517578,2105.199951171875,13.220000267028809
2015-06-11,60.77000045776367,2108.860107421875,12.850000381469727
2015-06-12,59.959999084472656,2094.110107421875,13.779999732971191
2015-06-15,59.52000045776367,2084.429931640625,15.390000343322754
2015-06-16,59.970001220703125,2096.2900390625,14.8100004196167
2015-06-17,59.91999816894531,2100.43994140625,14.5
