,Date,oil,spy,vix,oil_ma_5,oil_ma_20,oil_lag_1,oil_lag_5,spy_ma_5,spy_ma_20,spy_lag_1,spy_lag_5,vix_ma_5,vix_ma_20,vix_lag_1,vix_lag_5,target
594,2017-08-07,49.38999938964844,2480.909912109375,9.93000030517578,49.35,47.69500026702881,49.58000183105469,50.16999816894531,2476.764013671875,2467.098010253906,2476.830078125,2470.300048828125,10.15399990081787,9.946500015258788,10.029999732971191,10.260000228881836,0
595,2017-08-08,49.16999816894531,2474.919921875,10.960000038146973,49.35199966430664,47.901500129699706,49.38999938964844,49.15999984741211,2476.477978515625,2469.5675048828125,2480.909912109375,2476.35009765625,10.327999877929688,9.95,9.93000030517578,10.09000015258789,1
596,2017-08-09,49.560001373291016,2474.02001953125,11.109999656677246,49.34599990844727,48.10500011444092,49.16999816894531,49.59000015258789,2475.76796875,2471.106005859375,2474.919921875,2477.570068359375,10.493999862670899,9.99049997329712,10.960000038146973,10.279999732971191,0
597,2017-08-10,48.59000015258789,2438.2099609375,16.040000915527344,49.258000183105466,48.230500030517575,49.560001373291016,49.02999877929688,2468.977978515625,2470.625,2474.02001953125,2472.159912109375,11.614000129699708,10.297500038146973,11.109999656677246,10.4399995803833,1
598,2017-08-11,48.81999969482422,2441.320068359375,15.510000228881836,49.10599975585937,48.34449996948242,48.59000015258789,49.58000183105469,2461.8759765625,2469.727502441406,2438.2099609375,2476.830078125,12.710000228881835,10.597500038146972,16.040000915527344,10.029999732971191,0
599,2017-08-14,47.59000015258789,2465.840087890625,12.329999923706056,48.74599990844727,48.422999954223634,48.81999969482422,49.38999938964844,2458.86201171875,2470.0625122070314,2441.320068359375,2480.909912109375,13.19000015258789,10.723000049591064,15.510000228881836,9.93000030517578,0
600,2017-08-15,47.54999923706055,2464.610107421875,12.039999961853027,48.422000122070315,48.480499839782716,47.59000015258789,49.16999816894531,2456.800048828125,2470.2625122070312,2465.840087890625,2474.919921875,13.406000137329102,10.830500030517578,12.329999923706056,10.960000038146973,0
601,2017-08-16,46.77999877929688,2468.110107421875,11.739999771118164,47.86599960327149,48.46349983215332,47.54999923706055,49.560001373291016,2455.61806640625,2469.976513671875,2464.610107421875,2474.02001953125,13.532000160217285,10.928000020980836,12.039999961853027,11.109999656677246,1
602,2017-08-17,47.09000015258789,2430.010009765625,15.550000190734863,47.565999603271486,48.478499794006346,46.77999877929688,48.59000015258789,2453.978076171875,2467.8045166015627,2468.110107421875,2438.2099609375,13.434000015258789,11.226500034332275,11.739999771118164,16.040000915527344,1
603,2017-08-18,48.5099983215332,2425.550048828125,14.260000228881836,47.50399932861328,48.61549968719483,47.09000015258789,48.81999969482422,2450.824072265625,2465.4550170898438,2430.010009765625,2441.320068359375,13.184000015258789,11.471500062942505,15.550000190734863,15.510000228881836,0
604,2017-08-21,47.369998931884766,2428.3701171875,13.1899995803833,47.459999084472656,48.666999626159665,48.5099983215332,47.59000015258789,2443.330078125,2463.37802734375,2425.550048828125,2465.840087890625,13.355999946594238,11.659500026702881,14.260000228881836,12.329999923706056,1
605,2017-08-22,47.63999938964844,2452.510009765625,11.350000381469728,47.47799911499023,48.65449962615967,47.369998931884766,47.54999923706055,2440.91005859375,2462.1470336914062,2428.3701171875,2464.610107421875,13.218000030517578,11.755500030517577,13.1899995803833,12.039999961853027,1
