,Date,oil,spy,vix,oil_ma_5,oil_ma_20,oil_lag_1,oil_lag_5,spy_ma_5,spy_ma_20,spy_lag_1,spy_lag_5,vix_ma_5,vix_ma_20,vix_lag_1,vix_lag_5,target
0,2018-01-30,64.5,2822.429931640625,14.789999961853027,65.46399993896485,63.605500030517575,65.55999755859375,64.47000122070312,2845.1240234375,2788.1035034179686,2853.530029296875,2839.1298828125,12.552000045776367,10.9385000705719,13.84000015258789,11.100000381469728,1
1,2018-01-31,64.7300033569336,2823.81005859375,13.539999961853027,65.28800048828126,63.82350025177002,64.5,65.61000061035156,2842.37802734375,2794.5035034179687,2822.429931640625,2837.5400390625,12.965999984741211,11.127000045776366,14.789999961853027,11.470000267028809,1
2,2018-02-01,65.80000305175781,2821.97998046875,13.470000267028809,65.34600067138672,64.03200035095215,64.7300033569336,65.51000213623047,2838.9240234375,2799.949499511719,2823.81005859375,2839.25,13.344000053405761,11.343000078201294,13.539999961853027,11.579999923706056,0
3,2018-02-02,65.44999694824219,2762.1298828125,17.309999465942383,65.20800018310547,64.2040002822876,65.80000305175781,66.13999938964844,2816.7759765625,2801.856494140625,2821.97998046875,2872.8701171875,14.589999961853028,11.747500038146972,13.470000267028809,11.079999923706056,0
4,2018-02-05,64.1500015258789,2648.93994140625,37.31999969482422,64.9260009765625,64.3395004272461,65.44999694824219,65.55999755859375,2775.857958984375,2797.14599609375,2762.1298828125,2853.530029296875,19.285999870300294,13.152500009536743,17.309999465942383,13.84000015258789,0
5,2018-02-06,63.38999938964844,2695.139892578125,29.979999542236328,64.7040008544922,64.4225004196167,64.1500015258789,64.5,2750.399951171875,2794.5174926757813,2648.93994140625,2822.429931640625,22.32399978637695,14.175499963760377,37.31999969482422,14.789999961853027,0
6,2018-02-07,61.790000915527344,2681.659912109375,27.729999542236328,64.11600036621094,64.36400051116944,63.38999938964844,64.7300033569336,2721.969921875,2791.035986328125,2695.139892578125,2823.81005859375,25.161999702453613,15.05799994468689,29.979999542236328,13.539999961853027,0
7,2018-02-08,61.150001525878906,2581.0,33.459999084472656,63.18600006103516,64.24300060272216,61.790000915527344,65.80000305175781,2673.77392578125,2782.6744873046873,2681.659912109375,2821.97998046875,29.159999465942384,16.23999991416931,27.729999542236328,13.470000267028809,0
8,2018-02-09,59.20000076293945,2619.550048828125,29.059999465942383,61.93600082397461,64.01300067901612,61.150001525878906,65.44999694824219,2645.257958984375,2775.2739868164062,2581.0,2762.1298828125,31.509999465942382,17.198999881744385,33.459999084472656,17.309999465942383,1
9,2018-02-12,59.290000915527344,2656.0,25.61000061035156,60.9640007019043,63.76250057220459,59.20000076293945,64.1500015258789,2646.669970703125,2768.7619873046874,2619.550048828125,2648.93994140625,29.16799964904785,17.971499919891357,29.059999465942383,37.31999969482422,0
10,2018-02-13,59.18999862670898,2662.93994140625,24.96999931335449,60.124000549316406,63.53550052642822,59.290000915527344,63.38999938964844,2640.22998046875,2763.08798828125,2656.0,2695.139892578125,28.165999603271484,18.636999893188477,25.61000061035156,29.979999542236328,1
11,2018-02-14,60.59999847412109,2698.6298828125,19.26000022888184,59.886000061035155,63.36700038909912,59.18999862670898,61.790000915527344,2643.623974609375,2757.8914794921875,2662.93994140625,2681.659912109375,26.471999740600587,19.004499912261963,24.96999931335449,27.729999542236328,1
12,2018-02-15,61.34000015258789,2731.199951171875,19.1299991607666,59.92399978637695,63.236500358581544,60.59999847412109,61.150001525878906,2673.66396484375,2754.5499755859373,2698.6298828125,2581.0,23.605999755859376,19.349999856948852,19.26000022888184,33.459999084472656,1
13,2018-02-16,61.68000030517578,2732.219970703125,19.459999084472656,60.41999969482422,63.152000427246094,61.34000015258789,59.20000076293945,2696.19794921875,2750.6459716796876,2731.199951171875,2619.550048828125,21.68599967956543,19.7594997882843,19.1299991607666,29.059999465942383,1
14,2018-02-20,61.900001525878906,2716.260009765625,20.600000381469727,60.94199981689453,63.0725004196167,61.68000030517578,59.290000915527344,2708.249951171875,2744.8104736328123,2732.219970703125,2656.0,20.683999633789064,20.237999820709227,19.459999084472656,25.61000061035156,0
